book,chapter,verse,orderby,masoretic,retroverted,lxx
Jer,21,12,7625,משפט,,κριμα
Jer,21,12,7626,•^[Element 'added' in the Greek (plus in the LXX).],והצליחו •^[Reference to doublet (occurring between the two elements of the doublet.],και κατευθυνατε
Jer,21,12,7627,והצילו,,και εξελεσθε
Jer,21,12,7628,גזול,,διηρπασμενον
Jer,21,12,7629,מיד,,εκ χειρος
Jer,21,12,7630,עושק,,αδικουντος αυτον
Jer,21,12,7631,פן,,οπως μη
Jer,21,12,7632,תצא,תצת .אt,αναφθη
Jer,21,12,7633,כאש,,ως πυρ
Jer,21,12,7634,חמתי,,η οργη μου
Jer,21,12,7635,ובערה,,και καυθησεται
Jer,21,12,7636,ואין,,και ουκ εσται
Jer,21,12,7637,מכבה,,ο σβεσων
Jer,21,12,7638,מפני,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,21,12,7639,רע,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,21,12,7640,*מעלליהם **מעלליכם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,21,13,7641,הנני,,ιδου εγω
Jer,21,13,7642,אליך,,προς σε
Jer,21,13,7643,ישבת,,τον κατοικουντα
Jer,21,13,7644,העמק,,την κοιλαδα
Jer,21,13,7645,צור,,σορ •^[Transliterated Hebrew word.]
Jer,21,13,7646,המישר,,την πεδινην
Jer,21,13,7647,נאם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,21,13,7648,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,21,13,7649,האמרים,,τους λεγοντας
Jer,21,13,7650,מי,,τις
Jer,21,13,7651,יחת •^[Etymological exegesis.] חתת,,πτοησει
Jer,21,13,7652,עלינו,,ημας
Jer,21,13,7653,ומי,,η τις
Jer,21,13,7654,יבוא,,εισελευσεται
Jer,21,13,7655,במעונותינו,,προς το κατοικητηριον ημων
Jer,21,14,7656,ופקדתי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7657,עליכם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7658,כפרי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7659,מעלליכם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7660,נאם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7661,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,21,14,7662,והצתי,,και αναψω
Jer,21,14,7663,אש,,πυρ
Jer,21,14,7664,ביערה,,εν τω δρυμω αυτης
Jer,21,14,7665,ואכלה,,και εδεται
Jer,21,14,7666,כל,,παντα
Jer,21,14,7667,סביביה,,τα κυκλω αυτης
Jer,22,1,7668,כה,,ταδε
Jer,22,1,7669,אמר,,λεγει
Jer,22,1,7670,יהוה,,κυριος
Jer,22,1,7671,•^[Element 'added' in the Greek (plus in the LXX).],לך,πορευου
Jer,22,1,7672,רד,,και καταβηθι
Jer,22,1,7673,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εις
Jer,22,1,7674,בית,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εις τον οικον
Jer,22,1,7675,מלך,,του βασιλεως
Jer,22,1,7676,יהודה,,ιουδα
Jer,22,1,7677,ודברת,,και λαλησεις
Jer,22,1,7678,שם,,εκει
Jer,22,1,7679,את הדבר,,τον λογον
Jer,22,1,7680,הזה,,τουτον
Jer,22,2,7681,ואמרת,,και ερεις
Jer,22,2,7682,שמע,,ακουε
Jer,22,2,7683,דבר,,λογον
Jer,22,2,7684,יהוה,,κυριου
Jer,22,2,7685,מלך,,βασιλευ
Jer,22,2,7686,יהודה,,ιουδα
Jer,22,2,7687,הישב,,ο καθημενος
Jer,22,2,7688,על,,επι
Jer,22,2,7689,כסא,,θρονου
Jer,22,2,7690,דוד,,δαυιδ
Jer,22,2,7691,אתה,,συ
Jer,22,2,7692,ועבדיך,וביתך,και ο οικος σου
Jer,22,2,7693,ועמך,,και ο λαος σου
Jer,22,2,7694,הבאים,,και οι εισπορευομενοι
Jer,22,2,7695,בשערים,,ταις πυλαις
Jer,22,2,7696,האלה,,ταυταις
Jer,22,3,7697,כה,,ταδε
Jer,22,3,7698,אמר,,λεγει
Jer,22,3,7699,יהוה,,κυριος
Jer,22,3,7700,עשו,,ποιειτε
Jer,22,3,7701,משפט,,κρισιν
Jer,22,3,7702,וצדקה,,και δικαιοσυνην
Jer,22,3,7703,והצילו,,και εξαιρεισθε
Jer,22,3,7704,גזול,,διηρπασμενον
Jer,22,3,7705,מיד,,εκ χειρος
Jer,22,3,7706,עשוק,,αδικουντος αυτον
Jer,22,3,7707,וגר,,και προσηλυτον
Jer,22,3,7708,יתום,,και ορφανον
Jer,22,3,7709,ואלמנה,,και χηραν
Jer,22,3,7710,אל,,μη
Jer,22,3,7711,תנו,,καταδυναστευετε
Jer,22,3,7712,אל,,και μη
Jer,22,3,7713,תחמסו,,ασεβειτε
Jer,22,3,7714,ודם,,και αιμα
Jer,22,3,7715,נקי,,αθωον
Jer,22,3,7716,אל,,μη
Jer,22,3,7717,תשפכו,,εκχεητε
Jer,22,3,7718,במקום,,εν τω τοπω
Jer,22,3,7719,הזה,,τουτω
Jer,22,4,7720,כי אם,,διοτι εαν
Jer,22,4,7721,עשו תעשו {!}-,,ποιησητε
Jer,22,4,7722,את הדבר,,τον λογον
Jer,22,4,7723,הזה,,τουτον
Jer,22,4,7724,ובאו,,και εισελευσονται
Jer,22,4,7725,בשערי,,εν ταις πυλαις
Jer,22,4,7726,הבית,,του οικου
Jer,22,4,7727,הזה,,τουτου
Jer,22,4,7728,מלכים,,βασιλεις
Jer,22,4,7729,ישבים,,καθημενοι
Jer,22,4,7730,לדוד,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).]
Jer,22,4,7731,על,,επι
Jer,22,4,7732,כסאו,,θρονου
Jer,22,4,7733,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],דוד,δαυιδ
Jer,22,4,7734,רכבים,,και επιβεβηκοτες
Jer,22,4,7735,ברכב,,εφ' αρματων
Jer,22,4,7736,ובסוסים,,"και •^[Distributive rendering, occurring once in the translation but referring to more than one Hebrew word.] εφ' ιππων"
Jer,22,4,7737,הוא,,αυτοι
Jer,22,4,7738,*ועבדו **ועבדיו,,και οι παιδες αυτων
Jer,22,4,7739,ועמו,,και ο λαος αυτων
Jer,22,5,7740,ואם,,εαν δε
Jer,22,5,7741,לא,,μη
Jer,22,5,7742,תשמעו =;תעשו <22.4>,,ποιησητε
Jer,22,5,7743,את הדברים,,τους λογους
Jer,22,5,7744,האלה,,τουτους
Jer,22,5,7745,בי,,κατ' εμαυτου
Jer,22,5,7746,נשבעתי,,ωμοσα
Jer,22,5,7747,נאם,,λεγει
Jer,22,5,7748,יהוה,,κυριος
Jer,22,5,7749,כי,,οτι
Jer,22,5,7750,לחרבה,,εις ερημωσιν
Jer,22,5,7751,יהיה,,εσται
Jer,22,5,7752,הבית,,ο οικος
Jer,22,5,7753,הזה,,ουτος
Jer,22,6,7754,כי,,οτι
Jer,22,6,7755,כה,,ταδε
Jer,22,6,7756,אמר,,λεγει
Jer,22,6,7757,יהוה,,κυριος
Jer,22,6,7758,על,,κατα
Jer,22,6,7759,בית,,του οικου
Jer,22,6,7760,מלך,,βασιλεως
Jer,22,6,7761,יהודה,,ιουδα
Jer,22,6,7762,גלעד,,γαλααδ
Jer,22,6,7763,אתה,,συ
Jer,22,6,7764,לי,,μοι
Jer,22,6,7765,ראש,,αρχη
Jer,22,6,7766,הלבנון,,του λιβανου
Jer,22,6,7767,אם,,εαν
Jer,22,6,7768,לא,,μη
Jer,22,6,7769,אשיתך,,θω
Jer,22,6,7770,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εις
Jer,22,6,7771,מדבר,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εις ερημον
Jer,22,6,7772,ערים,,πολεις
Jer,22,6,7773,לא,,μη
Jer,22,6,7774,*נושבה **נושבו,,κατοικηθησομενας
Jer,22,7,7775,וקדשתי,,και επαξω
Jer,22,7,7776,עליך,,επι σε
Jer,22,7,7777,משחתים,איש,ανδρα
Jer,22,7,7778,איש,משחית,ολεθρευοντα
Jer,22,7,7779,וכליו,,και τον πελεκυν αυτου
Jer,22,7,7780,וכרתו,,και εκκοψουσιν
Jer,22,7,7781,מבחר,,τας εκλεκτας
Jer,22,7,7782,ארזיך,,κεδρους σου
Jer,22,7,7783,והפילו,,και εμβαλουσιν
Jer,22,7,7784,על,,εις
Jer,22,7,7785,האש,,το πυρ
Jer,22,8,7786,ועברו,,και διελευσονται
Jer,22,8,7787,גוים,,εθνη
Jer,22,8,7788,רבים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,8,7789,על,,δια
Jer,22,8,7790,העיר,,της πολεως
Jer,22,8,7791,הזאת,,ταυτης
Jer,22,8,7792,ואמרו,,και ερουσιν
Jer,22,8,7793,איש,,εκαστος
Jer,22,8,7794,אל,,προς
Jer,22,8,7795,רעהו,,τον πλησιον αυτου
Jer,22,8,7796,על,,δια
Jer,22,8,7797,מה,,τι
Jer,22,8,7798,עשה,,εποιησεν
Jer,22,8,7799,יהוה,,κυριος
Jer,22,8,7800,ככה,,ουτως
Jer,22,8,7801,לעיר,,τη πολει
Jer,22,8,7802,הגדולה,,τη μεγαλη
Jer,22,8,7803,הזאת,,ταυτη
Jer,22,9,7804,ואמרו,,και ερουσιν
Jer,22,9,7805,על,,ανθ'
Jer,22,9,7806,אשר,,ων
Jer,22,9,7807,עזבו,,εγκατελιπον
Jer,22,9,7808,את ברית,,την διαθηκην
Jer,22,9,7809,יהוה,,κυριου
Jer,22,9,7810,אלהיהם,,θεου αυτων
Jer,22,9,7811,וישתחוו,,και προσεκυνησαν
Jer,22,9,7812,לאלהים,,θεοις
Jer,22,9,7813,אחרים,,αλλοτριοις
Jer,22,9,7814,ויעבדום,,και εδουλευσαν αυτοις
Jer,22,10,7815,אל,,μη
Jer,22,10,7816,תבכו,,κλαιετε
Jer,22,10,7817,למת,,τον τεθνηκοτα
Jer,22,10,7818,ואל,,μηδε
Jer,22,10,7819,תנדו,,θρηνειτε
Jer,22,10,7820,לו,,αυτον
Jer,22,10,7821,בכו {!}nd,,κλαυσατε
Jer,22,10,7822,בכו {!}nd,,κλαυθμω
Jer,22,10,7823,להלך,,τον εκπορευομενον
Jer,22,10,7824,כי,,οτι
Jer,22,10,7825,לא,,ουκ
Jer,22,10,7826,ישוב,,επιστρεψει
Jer,22,10,7827,עוד,,ετι
Jer,22,10,7828,וראה •^[Notation in Hebrew column of elements repeated in the translation.] לא,,και ου μη ιδη
Jer,22,10,7829,את ארץ,,την γην
Jer,22,10,7830,מולדתו,,πατριδος αυτου
Jer,22,11,7831,כי,,διοτι
Jer,22,11,7832,כה,,ταδε
Jer,22,11,7833,אמר,,λεγει
Jer,22,11,7834,יהוה,,κυριος
Jer,22,11,7835,אל,,επι
Jer,22,11,7836,שלם,,σελλημ
Jer,22,11,7837,בן,,υιον
Jer,22,11,7838,יאשיהו,,ιωσια
Jer,22,11,7839,מלך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,11,7840,יהודה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,11,7841,המלך,,τον βασιλευοντα
Jer,22,11,7842,תחת,,αντι
Jer,22,11,7843,יאשיהו,,ιωσια
Jer,22,11,7844,אביו,,του πατρος αυτου
Jer,22,11,7845,אשר,,ος
Jer,22,11,7846,יצא,,εξηλθεν
Jer,22,11,7847,מן,,εκ
Jer,22,11,7848,המקום,,του τοπου
Jer,22,11,7849,הזה,,τουτου
Jer,22,11,7850,לא,,ουκ
Jer,22,11,7851,ישוב,,αναστρεψει
Jer,22,11,7852,שם,,εκει
Jer,22,11,7853,עוד,,ουκετι
Jer,22,12,7854,כי,,η
Jer,22,12,7855,במקום,,εν τω τοπω
Jer,22,12,7856,אשר,,ου
Jer,22,12,7857,הגלו,,μετωκισα
Jer,22,12,7858,אתו,,αυτον
Jer,22,12,7859,שם,,εκει
Jer,22,12,7860,ימות,,αποθανειται
Jer,22,12,7861,ואת הארץ,,και την γην
Jer,22,12,7862,הזאת,,ταυτην
Jer,22,12,7863,לא,,ουκ
Jer,22,12,7864,יראה,,οψεται
Jer,22,12,7865,עוד,,ετι
Jer,22,13,7866,הוי,,ω
Jer,22,13,7867,בנה,,ο οικοδομων
Jer,22,13,7868,ביתו,,οικιαν αυτου
Jer,22,13,7869,בלא,,ου μετα
Jer,22,13,7870,צדק,,δικαιοσυνης
Jer,22,13,7871,ועליותיו,,και τα υπερωα αυτου
Jer,22,13,7872,בלא,,ουκ εν
Jer,22,13,7873,משפט,,κριματι
Jer,22,13,7874,ברעהו,,παρα τω πλησιον αυτου
Jer,22,13,7875,יעבד,,εργαται
Jer,22,13,7876,חנם,,δωρεαν
Jer,22,13,7877,ופעלו,,και τον μισθον αυτου
Jer,22,13,7878,לא,,ου μη
Jer,22,13,7879,יתן,,αποδωσει
Jer,22,13,7880,לו,,αυτω
Jer,22,14,7881,האמר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,14,7882,אבנה,,ωκοδομησας
Jer,22,14,7883,לי,,σεαυτω
Jer,22,14,7884,בית,,οικον
Jer,22,14,7885,מדות,,συμμετρον
Jer,22,14,7886,ועליות,,υπερωα
Jer,22,14,7887,מרוחים •^[Etymological exegesis.] רוח,,ριπιστα
Jer,22,14,7888,וקרע •^[Difference in vocalization (reading).],,διεσταλμενα
Jer,22,14,7889,לו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,14,7890,חלוני,,θυρισιν
Jer,22,14,7891,וספון,,και εξυλωμενα
Jer,22,14,7892,בארז,,εν κεδρω
Jer,22,14,7893,ומשוח,,και κεχρισμενα
Jer,22,14,7894,בששר,,εν μιλτω
Jer,22,15,7895,התמלך,,μη βασιλευσεις
Jer,22,15,7896,כי,,οτι
Jer,22,15,7897,אתה,,συ
Jer,22,15,7898,מתחרה •^[Etymological exegesis.],,παροξυνη
Jer,22,15,7899,בארז •^[Introducing reconstructed proper noun.] באחז .rx,,εν αχαζ
Jer,22,15,7900,אביך,,τω πατρι σου
Jer,22,15,7901,הלוא,,ου
Jer,22,15,7902,אכל,,φαγονται
Jer,22,15,7903,ושתה •^[Notation in Hebrew column of elements repeated in the translation.] לוא,,και ου πιονται
Jer,22,15,7904,"•^[Element 'added' in the Greek (plus in the LXX).] •^[Questionable notation, equivalent, etc.]",,βελτιον ην
Jer,22,15,7905,•^[Element 'added' in the Greek (plus in the LXX).],,σε
Jer,22,15,7906,ועשה •^[Difference in vocalization (reading).],,ποιειν
Jer,22,15,7907,משפט,,κριμα
Jer,22,15,7908,וצדקה,,και δικαιοσυνην
Jer,22,15,7909,אז,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,15,7910,טוב,,"{.. •^[Questionable notation, equivalent, etc.] βελτιον ην} •^[Reference to doublet (occurring between the two elements of the doublet.] καλην"
Jer,22,15,7911,לו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,16,7912,•^[Element 'added' in the Greek (plus in the LXX).],,ουκ
Jer,22,16,7913,•^[Element 'added' in the Greek (plus in the LXX).],,εγνωσαν
Jer,22,16,7914,•^[Element 'added' in the Greek (plus in the LXX).],,ουκ
Jer,22,16,7915,דן,,εκριναν
Jer,22,16,7916,דין,,κρισιν
Jer,22,16,7917,עני,,ταπεινω
Jer,22,16,7918,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ουδε
Jer,22,16,7919,•^[Element 'added' in the Greek (plus in the LXX).],,κρισιν
Jer,22,16,7920,ואביון,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ουδε πενητος"
Jer,22,16,7921,אז,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,16,7922,טוב,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,16,7923,הלוא,,ου
Jer,22,16,7924,היא,,τουτο εστιν
Jer,22,16,7925,•^[Element 'added' in the Greek (plus in the LXX).],,το μη
Jer,22,16,7926,הדעת,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] το γνωναι σε"
Jer,22,16,7927,אתי,,εμε
Jer,22,16,7928,נאם,,λεγει
Jer,22,16,7929,יהוה,,κυριος
Jer,22,17,7930,כי,,ιδου
Jer,22,17,7931,אין,,ουκ εισιν
Jer,22,17,7932,עיניך,,οι οφθαλμοι σου
Jer,22,17,7933,•^[Notation in Hebrew column of elements repeated in the translation.] אין ולבך,,ουδε η καρδια σου
Jer,22,17,7934,•^[Element 'added' in the Greek (plus in the LXX).],,καλη
Jer,22,17,7935,כי אם,,αλλ'
Jer,22,17,7936,על,,εις
Jer,22,17,7937,בצעך,,την πλεονεξιαν σου
Jer,22,17,7938,ועל,,και εις
Jer,22,17,7939,דם,,το αιμα
Jer,22,17,7940,הנקי,,το αθωον
Jer,22,17,7941,לשפוך,,του εκχεειν
Jer,22,17,7942,•^[Element 'added' in the Greek (plus in the LXX).],,αυτο
Jer,22,17,7943,ועל,,και εις
Jer,22,17,7944,העשק,,αδικημα
Jer,22,17,7945,ועל,,και εις
Jer,22,17,7946,"המרוצה •^[Etymological exegesis.] •^[Questionable notation, equivalent, etc.] רצח",,φονον
Jer,22,17,7947,לעשות,,του ποιειν
Jer,22,18,7948,לכן,,δια τουτο
Jer,22,18,7949,כה,,ταδε
Jer,22,18,7950,אמר,,λεγει
Jer,22,18,7951,יהוה,,κυριος
Jer,22,18,7952,אל,,επι
Jer,22,18,7953,יהויקים,,ιωακιμ
Jer,22,18,7954,בן,,υιον
Jer,22,18,7955,יאשיהו,,ιωσια
Jer,22,18,7956,מלך,,βασιλεα
Jer,22,18,7957,יהודה,,ιουδα
Jer,22,18,7958,•^[Element 'added' in the Greek (plus in the LXX).] •^[Long minus or plus (at least four lines).] •^[Retroversion based on equivalence occurring in mmediate or remote context.] הוי,,ουαι
Jer,22,18,7959,•^[Element 'added' in the Greek (plus in the LXX).] •^[Long minus or plus (at least four lines).],,επι
Jer,22,18,7960,•^[Element 'added' in the Greek (plus in the LXX).] •^[Long minus or plus (at least four lines).] =;האיש <22.28>,,τον ανδρα
Jer,22,18,7961,•^[Element 'added' in the Greek (plus in the LXX).] •^[Long minus or plus (at least four lines).] =;הזה <22.28>,,τουτον
Jer,22,18,7962,לא,,ου μη
Jer,22,18,7963,יספדו,,κοψωνται
Jer,22,18,7964,לו,,αυτον
Jer,22,18,7965,הוי,,ω
Jer,22,18,7966,אחי,,αδελφε
Jer,22,18,7967,והוי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,18,7968,אחות,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,18,7969,לא,,ουδε μη
Jer,22,18,7970,יספדו,,κλαυσονται
Jer,22,18,7971,לו,,αυτον
Jer,22,18,7972,הוי,,οιμμοι
Jer,22,18,7973,אדון,,κυριε
Jer,22,18,7974,והוי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,18,7975,*הדה **הדו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,19,7976,קבורת,,ταφην
Jer,22,19,7977,חמור,,ονου
Jer,22,19,7978,יקבר,,ταφησεται
Jer,22,19,7979,סחוב,,συμψησθεις
Jer,22,19,7980,והשלך,,ριφησεται
Jer,22,19,7981,מהלאה,,επεκεινα
Jer,22,19,7982,לשערי,,της πυλης
Jer,22,19,7983,ירושלם,,ιερουσαλημ
Jer,22,20,7984,עלי,,αναβηθι
Jer,22,20,7985,הלבנון,,εις τον λιβανον
Jer,22,20,7986,וצעקי,,και κεκραξον
Jer,22,20,7987,ובבשן,,και εις την βασαν
Jer,22,20,7988,תני,,δος
Jer,22,20,7989,קולך,,την φωνην σου
Jer,22,20,7990,וצעקי,,και βοησον
Jer,22,20,7991,מעברים,מעבר ים •^[One word of MT separated into two or more words in the parent text of the LXX.],εις το περαν της θαλασσης
Jer,22,20,7992,כי,,οτι
Jer,22,20,7993,נשברו,,συνετριβησαν
Jer,22,20,7994,כל,,παντες
Jer,22,20,7995,מאהביך,,οι ερασται σου
Jer,22,21,7996,דברתי,,ελαλησα
Jer,22,21,7997,אליך,,προς σε
Jer,22,21,7998,בשלותיך •^[Etymological exegesis.] שליa,,εν τη παραπτωσει σου
Jer,22,21,7999,אמרת,,και ειπας
Jer,22,21,8000,לא,,ουκ
Jer,22,21,8001,אשמע,,ακουσομαι
Jer,22,21,8002,זה,,αυτη
Jer,22,21,8003,דרכך,,η οδος σου
Jer,22,21,8004,מנעוריך,,εκ νεοτητος σου
Jer,22,21,8005,כי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,21,8006,לא,,ουκ
Jer,22,21,8007,שמעת,,ηκουσας
Jer,22,21,8008,בקולי,,της φωνης μου
Jer,22,22,8009,כל,,παντας
Jer,22,22,8010,רעיך,,τους ποιμενας σου
Jer,22,22,8011,תרעה,,ποιμανει
Jer,22,22,8012,רוח,,ανεμος
Jer,22,22,8013,ומאהביך,,και οι ερασται σου
Jer,22,22,8014,בשבי,,εν αιχμαλωσια
Jer,22,22,8015,ילכו,,εξελευσονται
Jer,22,22,8016,כי,,οτι
Jer,22,22,8017,אז,,τοτε
Jer,22,22,8018,תבשי,,αισχυνθηση
Jer,22,22,8019,ונכלמת,,και ατιμωθηση
Jer,22,22,8020,מכל,,απο παντων
Jer,22,22,8021,רעתך •^[Etymological exegesis.] רע,,των φιλουντων σε
Jer,22,23,8022,*ישבתי **ישבת,,κατοικουσα
Jer,22,23,8023,בלבנון,,εν τω λιβανω
Jer,22,23,8024,*מקננתי **מקננת,,εννοσσευουσα
Jer,22,23,8025,בארזים,,εν ταις κεδροις
Jer,22,23,8026,מה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,23,8027,נחנת •^[Etymological exegesis.] אנח,,καταστεναξεις
Jer,22,23,8028,בבא,,εν τω ελθειν
Jer,22,23,8029,לך,,σοι
Jer,22,23,8030,חבלים,,ωδινας
Jer,22,23,8031,חיל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,23,8032,כילדה,,ως τικτουσης
Jer,22,24,8033,חי,,ζω
Jer,22,24,8034,אני,,εγω
Jer,22,24,8035,נאם,,λεγει
Jer,22,24,8036,יהוה,,κυριος
Jer,22,24,8037,כי אם,,εαν
Jer,22,24,8038,•^[Element 'added' in the Greek (plus in the LXX).],היה {!}pט,γενομενος
Jer,22,24,8039,יהיה {!}pט,,γενηται
Jer,22,24,8040,כניהו,,ιεχονιας
Jer,22,24,8041,בן,,υιος
Jer,22,24,8042,יהויקים,,ιωακιμ
Jer,22,24,8043,מלך,,βασιλευς
Jer,22,24,8044,יהודה,,ιουδα
Jer,22,24,8045,חותם,,αποσφραγισμα
Jer,22,24,8046,על,,επι
Jer,22,24,8047,יד,,της χειρος
Jer,22,24,8048,ימיני,,της δεξιας μου
Jer,22,24,8049,כי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,24,8050,משם,,εκειθεν
Jer,22,24,8051,אתקנך,,εκσπασω σε
Jer,22,25,8052,ונתתיך,,και παραδωσω σε
Jer,22,25,8053,ביד,,εις χειρας
Jer,22,25,8054,מבקשי,,των ζητουντων
Jer,22,25,8055,נפשך,,την ψυχην σου
Jer,22,25,8056,וביד,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,25,8057,אשר,,ων
Jer,22,25,8058,אתה,,συ
Jer,22,25,8059,יגור,,ευλαβη
Jer,22,25,8060,מפניהם,,απο προσωπου αυτων
Jer,22,25,8061,וביד,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,22,25,8062,נבוכדראצר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,22,25,8063,מלך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,22,25,8064,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).]
Jer,22,25,8065,וביד,,εις χειρας
Jer,22,25,8066,הכשדים,,των χαλδαιων
Jer,22,26,8067,והטלתי,,και απορριψω
Jer,22,26,8068,אתך,,σε
Jer,22,26,8069,ואת אמך,,και την μητερα σου
Jer,22,26,8070,אשר,,την
Jer,22,26,8071,ילדתך,,τεκουσαν σε
Jer,22,26,8072,על,,εις
Jer,22,26,8073,הארץ,,γην
Jer,22,26,8074,אחרת,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,26,8075,אשר,,ου
Jer,22,26,8076,לא,,ουκ
Jer,22,26,8077,ילדתם,,ετεχθης
Jer,22,26,8078,שם,,εκει
Jer,22,26,8079,ושם,,και εκει
Jer,22,26,8080,תמותו,,αποθανεισθε
Jer,22,27,8081,ועל,,εις δε
Jer,22,27,8082,הארץ,,την γην
Jer,22,27,8083,אשר,,ην
Jer,22,27,8084,הם,,αυτοι
Jer,22,27,8085,מנשאים,,ευχονται
Jer,22,27,8086,את נפשם,,ταις ψυχαις αυτων
Jer,22,27,8087,לשוב,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,27,8088,שם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,27,8089,שמה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,27,8090,לא,,ου μη
Jer,22,27,8091,ישובו,,αποστρεψωσιν
Jer,22,28,8092,העצב,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8093,נבזה,,ητιμωθη
Jer,22,28,8094,נפוץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8095,האיש,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8096,הזה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8097,כניהו,,ιεχονιας
Jer,22,28,8098,אם כלי,,ως σκευος
Jer,22,28,8099,•^[Element 'added' in the Greek (plus in the LXX).],,ου
Jer,22,28,8100,אין,,ουκ εστιν
Jer,22,28,8101,חפץ,,χρεια
Jer,22,28,8102,בו,,αυτου
Jer,22,28,8103,מדוע,,οτι
Jer,22,28,8104,הוטלו,,εξερριφη
Jer,22,28,8105,הוא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8106,וזרעו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,28,8107,והשלכו,,και εξεβληθη
Jer,22,28,8108,על,,εις
Jer,22,28,8109,הארץ,,γην
Jer,22,28,8110,אשר,,ην
Jer,22,28,8111,לא,,ουκ
Jer,22,28,8112,ידעו,,ηδει
Jer,22,29,8113,ארץ,,γη
Jer,22,29,8114,ארץ,,γη
Jer,22,29,8115,ארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).]
Jer,22,29,8116,שמעי,,ακουε
Jer,22,29,8117,דבר,,λογον
Jer,22,29,8118,יהוה,,κυριου
